Gene stable ID	Protein stable ID version
ENSG00000140326	
ENSG00000140326	ENSP00000494699.1
ENSG00000140326	ENSP00000455536.1
ENSG00000240370	
ENSG00000233828	
ENSG00000293161	
ENSG00000285090	
ENSG00000213970	
ENSG00000260342	ENSP00000454746.2
ENSG00000258679	
ENSG00000293169	
ENSG00000240399	
ENSG00000110324	
ENSG00000110324	ENSP00000435317.1
ENSG00000110324	ENSP00000436328.1
ENSG00000110324	ENSP00000227752.4
ENSG00000170540	ENSP00000457372.1
ENSG00000170540	ENSP00000306788.7
ENSG00000170540	ENSP00000456596.1
ENSG00000170540	ENSP00000440048.2
ENSG00000170540	ENSP00000455341.2
ENSG00000170540	
ENSG00000241749	
ENSG00000291202	
ENSG00000241129	
ENSG00000293207	
ENSG00000297568	
ENSG00000216306	
ENSG00000297585	
ENSG00000293230	
ENSG00000297632	
ENSG00000197376	
ENSG00000183935	
ENSG00000257129	
ENSG00000297643	
ENSG00000257246	
ENSG00000293248	
ENSG00000297661	
ENSG00000244573	
ENSG00000243024	
ENSG00000251307	
ENSG00000257150	
ENSG00000256682	
ENSG00000293285	
ENSG00000256030	
ENSG00000256552	
ENSG00000257501	
ENSG00000157077	ENSP00000287727.3
ENSG00000157077	ENSP00000360647.1
ENSG00000157077	
ENSG00000157077	ENSP00000349737.2
ENSG00000134297	
ENSG00000256984	
ENSG00000239881	
ENSG00000257943	
ENSG00000297662	
ENSG00000135502	
ENSG00000287180	
ENSG00000289970	
ENSG00000253807	
ENSG00000251095	
ENSG00000048392	ENSP00000251810.3
ENSG00000048392	ENSP00000428115.1
ENSG00000048392	
ENSG00000048392	ENSP00000429140.1
ENSG00000048392	ENSP00000430641.1
ENSG00000048392	ENSP00000379248.2
ENSG00000048392	ENSP00000429578.1
ENSG00000048392	ENSP00000427830.1
ENSG00000244479	
ENSG00000196534	
ENSG00000255669	
ENSG00000184293	
ENSG00000260017	
ENSG00000182796	
ENSG00000261609	ENSP00000498114.1
ENSG00000261609	ENSP00000497351.1
ENSG00000261609	ENSP00000520738.1
ENSG00000261609	
ENSG00000261609	ENSP00000498081.1
ENSG00000290040	
ENSG00000255763	
ENSG00000251908	
ENSG00000288744	
ENSG00000233381	ENSP00000510584.1
ENSG00000233381	
ENSG00000184047	ENSP00000442360.2
ENSG00000184047	ENSP00000320343.6
ENSG00000184047	ENSP00000494535.1
ENSG00000184047	
ENSG00000184047	ENSP00000339963.3
ENSG00000184047	ENSP00000267169.7
ENSG00000184047	ENSP00000441139.2
ENSG00000184047	ENSP00000390818.2
ENSG00000184047	ENSP00000440971.2
ENSG00000184047	ENSP00000440653.2
ENSG00000184047	ENSP00000390103.1
ENSG00000297699	
ENSG00000297706	
ENSG00000297714	
ENSG00000297721	
ENSG00000297731	
ENSG00000297736	
ENSG00000249572	
ENSG00000278769	
ENSG00000270435	
ENSG00000274403	
ENSG00000286877	
ENSG00000170955	
ENSG00000170955	ENSP00000307292.3
ENSG00000170955	ENSP00000432047.1
ENSG00000260799	
ENSG00000297759	
ENSG00000128881	ENSP00000267890.6
ENSG00000128881	ENSP00000455734.1
ENSG00000128881	ENSP00000457489.1
ENSG00000128881	ENSP00000455574.1
ENSG00000128881	ENSP00000457385.1
ENSG00000128881	ENSP00000454605.1
ENSG00000128881	
ENSG00000250155	
ENSG00000301171	
ENSG00000301182	
ENSG00000130402	
ENSG00000130402	ENSP00000252699.2
ENSG00000130402	ENSP00000398393.2
ENSG00000130402	ENSP00000411187.4
ENSG00000130402	ENSP00000439497.1
ENSG00000130402	ENSP00000467190.1
ENSG00000130402	ENSP00000513410.1
ENSG00000301196	
ENSG00000301197	
ENSG00000162065	ENSP00000454408.1
ENSG00000162065	ENSP00000486835.1
ENSG00000162065	ENSP00000455005.2
ENSG00000162065	ENSP00000494678.1
ENSG00000162065	
ENSG00000162065	ENSP00000457896.2
ENSG00000162065	ENSP00000494145.1
ENSG00000162065	ENSP00000486121.1
ENSG00000162065	ENSP00000457266.2
ENSG00000166311	
ENSG00000166311	ENSP00000431479.1
ENSG00000166311	ENSP00000434353.1
ENSG00000166311	ENSP00000340409.4
ENSG00000166311	ENSP00000435350.1
ENSG00000166311	ENSP00000435950.1
ENSG00000166311	ENSP00000432625.1
ENSG00000166311	ENSP00000436278.1
ENSG00000297770	
ENSG00000290803	
ENSG00000247311	
ENSG00000297787	
ENSG00000297790	
ENSG00000297797	
ENSG00000123989	ENSP00000243776.6
ENSG00000123989	ENSP00000509339.1
ENSG00000123989	ENSP00000509104.1
ENSG00000123989	
ENSG00000123989	ENSP00000445571.1
ENSG00000123989	ENSP00000362998.2
ENSG00000301210	
ENSG00000297808	
ENSG00000245317	
ENSG00000279372	
ENSG00000248245	
ENSG00000162493	ENSP00000294489.6
ENSG00000162493	ENSP00000365225.4
ENSG00000162493	ENSP00000478125.1
ENSG00000162493	ENSP00000421742.1
ENSG00000162493	ENSP00000426302.2
ENSG00000162493	ENSP00000422977.1
ENSG00000162493	ENSP00000365229.4
ENSG00000162493	ENSP00000425304.1
ENSG00000162493	ENSP00000427537.1
ENSG00000162493	ENSP00000426063.1
ENSG00000162493	ENSP00000426210.1
ENSG00000301224	
ENSG00000297819	
ENSG00000169727	
ENSG00000169727	ENSP00000464575.1
ENSG00000169727	ENSP00000462391.1
ENSG00000169727	ENSP00000463690.1
ENSG00000169727	ENSP00000463381.1
ENSG00000169727	ENSP00000313569.4
ENSG00000169727	ENSP00000485641.1
ENSG00000169727	ENSP00000464571.1
ENSG00000169727	ENSP00000461965.1
ENSG00000169727	ENSP00000462029.1
ENSG00000169727	ENSP00000485330.1
ENSG00000169727	ENSP00000462265.1
ENSG00000169727	ENSP00000516490.1
ENSG00000169727	ENSP00000516491.1
ENSG00000169727	ENSP00000462896.1
ENSG00000169727	ENSP00000464530.1
ENSG00000169727	ENSP00000463823.1
ENSG00000169727	ENSP00000462705.1
ENSG00000169727	ENSP00000302873.6
ENSG00000169727	ENSP00000462213.1
ENSG00000169727	ENSP00000462297.1
ENSG00000169727	ENSP00000376167.2
ENSG00000169727	ENSP00000463514.1
ENSG00000169727	ENSP00000485035.1
ENSG00000169727	ENSP00000463937.1
ENSG00000205795	ENSP00000371234.4
ENSG00000205795	
ENSG00000277582	
ENSG00000284160	
ENSG00000247775	
ENSG00000251891	
ENSG00000283462	
ENSG00000259630	
ENSG00000214842	ENSP00000382030.2
ENSG00000174197	ENSP00000455155.2
ENSG00000174197	
ENSG00000174197	ENSP00000457035.2
ENSG00000174197	ENSP00000456141.1
ENSG00000174197	ENSP00000219905.7
ENSG00000174197	ENSP00000515495.1
ENSG00000174197	ENSP00000515496.1
ENSG00000174197	ENSP00000515497.1
ENSG00000174197	ENSP00000457474.1
ENSG00000144057	ENSP00000355273.4
ENSG00000144057	ENSP00000386942.3
ENSG00000144057	ENSP00000355386.3
ENSG00000144057	ENSP00000387332.3
ENSG00000144057	ENSP00000395581.2
ENSG00000251580	
ENSG00000297832	
ENSG00000278970	
ENSG00000301238	
ENSG00000301243	
ENSG00000283183	
ENSG00000297849	
ENSG00000297852	
ENSG00000234387	
ENSG00000297854	
ENSG00000297867	
ENSG00000179532	
ENSG00000179532	ENSP00000254579.6
ENSG00000179532	ENSP00000346716.3
ENSG00000179532	ENSP00000435493.1
ENSG00000179532	ENSP00000433105.2
ENSG00000179532	ENSP00000462936.1
ENSG00000179532	ENSP00000464173.1
ENSG00000297884	
ENSG00000297885	
ENSG00000245060	
ENSG00000232817	
ENSG00000185038	ENSP00000477597.1
ENSG00000185038	ENSP00000404614.1
ENSG00000185038	ENSP00000392128.1
ENSG00000185038	ENSP00000409355.1
ENSG00000185038	ENSP00000374408.3
ENSG00000185038	
ENSG00000168447	
ENSG00000168447	ENSP00000345751.2
ENSG00000168447	ENSP00000302874.5
ENSG00000168447	ENSP00000457754.1
ENSG00000168447	ENSP00000455673.1
ENSG00000168447	ENSP00000456309.1
ENSG00000168447	ENSP00000482681.1
ENSG00000259236	
ENSG00000284934	ENSP00000493911.1
ENSG00000284934	
ENSG00000284934	ENSP00000495792.1
ENSG00000284934	ENSP00000518851.1
ENSG00000260152	
ENSG00000203411	
ENSG00000252722	
ENSG00000167173	ENSP00000454677.1
ENSG00000167173	ENSP00000457045.1
ENSG00000167173	ENSP00000353854.2
ENSG00000167173	ENSP00000378438.4
ENSG00000167173	ENSP00000456381.1
ENSG00000167173	ENSP00000458025.1
ENSG00000167173	ENSP00000454405.1
ENSG00000290966	
ENSG00000233559	
ENSG00000256356	
ENSG00000242444	
ENSG00000162542	ENSP00000294543.6
ENSG00000162542	ENSP00000364269.1
ENSG00000162542	
ENSG00000290063	
ENSG00000293166	
ENSG00000301253	
ENSG00000164754	
ENSG00000164754	ENSP00000509687.1
ENSG00000164754	ENSP00000430524.2
ENSG00000164754	ENSP00000428158.2
ENSG00000164754	ENSP00000427923.2
ENSG00000164754	ENSP00000297338.2
ENSG00000164754	ENSP00000430273.2
ENSG00000164754	ENSP00000429342.2
ENSG00000164754	ENSP00000510729.1
ENSG00000293244	
ENSG00000301266	
ENSG00000258072	
ENSG00000250968	
ENSG00000256977	ENSP00000405165.2
ENSG00000256977	
ENSG00000256977	ENSP00000488227.1
ENSG00000256977	ENSP00000488486.1
ENSG00000256977	ENSP00000488782.1
ENSG00000293237	
ENSG00000288913	
ENSG00000013588	ENSP00000518866.1
ENSG00000013588	
ENSG00000013588	ENSP00000014914.6
ENSG00000013588	ENSP00000441627.1
ENSG00000013588	ENSP00000497831.1
ENSG00000013588	ENSP00000439430.1
ENSG00000301287	
ENSG00000301317	
ENSG00000297921	
ENSG00000261779	
ENSG00000287926	
ENSG00000261121	
ENSG00000259861	
ENSG00000167195	ENSP00000300576.5
ENSG00000254171	
ENSG00000298005	
ENSG00000301335	
ENSG00000248197	
ENSG00000219410	
ENSG00000240631	
ENSG00000250056	
ENSG00000151135	ENSP00000449785.1
ENSG00000151135	ENSP00000446537.1
ENSG00000151135	ENSP00000450304.1
ENSG00000151135	ENSP00000446717.1
ENSG00000151135	ENSP00000280756.4
ENSG00000151135	ENSP00000449106.1
ENSG00000151135	ENSP00000450350.1
ENSG00000151135	
ENSG00000277295	
ENSG00000275992	
ENSG00000162972	ENSP00000295079.2
ENSG00000162972	ENSP00000376111.1
ENSG00000162972	ENSP00000396846.2
ENSG00000162972	
ENSG00000140365	ENSP00000457693.1
ENSG00000140365	
ENSG00000140365	ENSP00000455249.1
ENSG00000140365	ENSP00000456440.1
ENSG00000140365	ENSP00000340867.6
ENSG00000140365	ENSP00000457348.1
ENSG00000140365	ENSP00000267935.8
ENSG00000140365	ENSP00000433662.1
ENSG00000140365	ENSP00000455303.1
ENSG00000140365	ENSP00000455750.1
ENSG00000140365	ENSP00000454283.1
ENSG00000301356	
ENSG00000291092	
ENSG00000301365	
ENSG00000301375	
ENSG00000301377	
ENSG00000301395	
ENSG00000301400	
ENSG00000274443	ENSP00000485524.1
ENSG00000274443	ENSP00000478788.2
ENSG00000274443	ENSP00000485199.1
ENSG00000301404	
ENSG00000271474	
ENSG00000138101	
ENSG00000138101	ENSP00000381924.2
ENSG00000138101	ENSP00000385482.3
ENSG00000138101	ENSP00000384787.1
ENSG00000138101	ENSP00000384084.3
ENSG00000138101	ENSP00000384767.3
ENSG00000138101	ENSP00000385193.3
ENSG00000138101	ENSP00000288642.9
ENSG00000138101	ENSP00000385784.1
ENSG00000138101	ENSP00000349007.5
ENSG00000138101	ENSP00000306529.4
ENSG00000138101	ENSP00000340957.6
ENSG00000301421	
ENSG00000287632	
ENSG00000301423	
ENSG00000120832	ENSP00000518873.1
ENSG00000120832	ENSP00000240050.4
ENSG00000120832	ENSP00000376575.2
ENSG00000120832	ENSP00000447651.1
ENSG00000120832	ENSP00000448343.1
ENSG00000120832	ENSP00000448854.1
ENSG00000120832	ENSP00000448246.1
ENSG00000120832	
ENSG00000301449	
ENSG00000260278	
ENSG00000178209	ENSP00000344848.3
ENSG00000178209	ENSP00000350277.2
ENSG00000178209	ENSP00000346602.3
ENSG00000178209	ENSP00000381756.2
ENSG00000178209	ENSP00000323856.4
ENSG00000178209	ENSP00000347044.2
ENSG00000178209	ENSP00000348702.3
ENSG00000178209	ENSP00000388180.2
ENSG00000178209	ENSP00000433982.2
ENSG00000178209	ENSP00000510329.1
ENSG00000178209	ENSP00000510788.1
ENSG00000178209	ENSP00000510528.1
ENSG00000178209	ENSP00000434583.1
ENSG00000178209	ENSP00000437303.2
ENSG00000178209	
ENSG00000289714	
ENSG00000175352	ENSP00000512847.1
ENSG00000175352	
ENSG00000175352	ENSP00000310205.3
ENSG00000175352	ENSP00000435785.1
ENSG00000175352	ENSP00000432002.1
ENSG00000175352	ENSP00000432451.1
ENSG00000175352	ENSP00000433845.1
ENSG00000301474	
ENSG00000287382	
ENSG00000178922	ENSP00000461969.2
ENSG00000178922	
ENSG00000178922	ENSP00000361510.1
ENSG00000178922	ENSP00000361511.1
ENSG00000178922	ENSP00000428803.1
ENSG00000178922	ENSP00000428501.1
ENSG00000178922	ENSP00000361507.4
ENSG00000178922	ENSP00000361509.1
ENSG00000178922	ENSP00000428399.1
ENSG00000301484	
ENSG00000301488	
ENSG00000008405	ENSP00000008527.5
ENSG00000008405	
ENSG00000008405	ENSP00000447738.1
ENSG00000290015	
ENSG00000301501	
ENSG00000301508	
ENSG00000301513	
ENSG00000103365	ENSP00000454455.1
ENSG00000103365	ENSP00000311962.4
ENSG00000103365	
ENSG00000103365	ENSP00000454469.1
ENSG00000103365	ENSP00000456247.1
ENSG00000103365	ENSP00000455331.1
ENSG00000103365	ENSP00000460975.1
ENSG00000103365	ENSP00000455293.1
ENSG00000103365	ENSP00000459560.1
ENSG00000103365	ENSP00000459414.1
ENSG00000286848	
ENSG00000196961	ENSP00000346246.4
ENSG00000196961	ENSP00000351926.4
ENSG00000196961	
ENSG00000196961	ENSP00000472492.1
ENSG00000286641	
ENSG00000301534	
ENSG00000301554	
ENSG00000213785	
ENSG00000289034	
ENSG00000241943	
ENSG00000110696	
ENSG00000110696	ENSP00000432207.1
ENSG00000110696	ENSP00000228136.4
ENSG00000110696	ENSP00000431237.2
ENSG00000110696	ENSP00000432534.1
ENSG00000250863	
ENSG00000289912	
ENSG00000253404	
ENSG00000047617	
ENSG00000047617	ENSP00000498903.1
ENSG00000047617	ENSP00000348453.5
ENSG00000047617	ENSP00000443813.1
ENSG00000047617	ENSP00000507275.1
ENSG00000251350	
ENSG00000298054	
ENSG00000301637	
ENSG00000301640	
ENSG00000298061	
ENSG00000298082	
ENSG00000301654	
ENSG00000310537	
ENSG00000298087	
ENSG00000301657	
ENSG00000298092	
ENSG00000301661	
ENSG00000301674	
ENSG00000301693	
ENSG00000298097	
ENSG00000301713	
ENSG00000298111	
ENSG00000199883	
ENSG00000271646	
ENSG00000182450	
ENSG00000182450	ENSP00000402797.2
ENSG00000182450	ENSP00000446454.1
ENSG00000182450	ENSP00000441460.2
ENSG00000182450	ENSP00000512851.1
ENSG00000182450	ENSP00000378033.2
ENSG00000182450	ENSP00000444948.1
ENSG00000301729	
ENSG00000286615	
ENSG00000301743	
ENSG00000301750	
ENSG00000250708	
ENSG00000248935	
ENSG00000275645	
ENSG00000298115	
ENSG00000298128	
ENSG00000298135	
ENSG00000140398	ENSP00000456466.1
ENSG00000140398	ENSP00000457541.1
ENSG00000140398	ENSP00000457081.1
ENSG00000140398	ENSP00000347170.4
ENSG00000140398	ENSP00000455745.1
ENSG00000140398	ENSP00000454729.1
ENSG00000140398	
ENSG00000140398	ENSP00000456945.1
ENSG00000140398	ENSP00000455949.1
ENSG00000140398	ENSP00000457352.1
ENSG00000140398	ENSP00000455730.1
ENSG00000140398	ENSP00000457056.1
ENSG00000140398	ENSP00000456852.1
ENSG00000140398	ENSP00000454292.1
ENSG00000140398	ENSP00000457371.1
ENSG00000197536	
ENSG00000293554	
ENSG00000288623	ENSP00000502390.1
ENSG00000285133	ENSP00000494177.1
ENSG00000139567	ENSP00000455848.2
ENSG00000139567	ENSP00000518916.1
ENSG00000139567	ENSP00000518915.1
ENSG00000139567	ENSP00000373574.4
ENSG00000139567	ENSP00000457394.2
ENSG00000139567	ENSP00000446724.2
ENSG00000139567	ENSP00000447884.1
ENSG00000139567	ENSP00000392492.2
ENSG00000139567	
ENSG00000267450	
ENSG00000279198	
ENSG00000267373	
ENSG00000167461	ENSP00000300935.2
ENSG00000167461	
ENSG00000167461	ENSP00000467501.1
ENSG00000257057	ENSP00000490577.1
ENSG00000283897	
ENSG00000261723	
ENSG00000261266	
ENSG00000134627	ENSP00000444575.1
ENSG00000134627	ENSP00000413838.2
ENSG00000134627	ENSP00000299001.6
ENSG00000134627	ENSP00000440499.1
ENSG00000134627	ENSP00000439710.1
ENSG00000251216	
ENSG00000183454	ENSP00000379818.2
ENSG00000183454	ENSP00000332549.3
ENSG00000183454	ENSP00000441572.3
ENSG00000183454	ENSP00000502200.1
ENSG00000183454	ENSP00000502752.1
ENSG00000183454	
ENSG00000183454	ENSP00000454998.1
ENSG00000183454	ENSP00000490232.1
ENSG00000183454	ENSP00000490676.1
ENSG00000183454	ENSP00000489946.1
ENSG00000298146	
ENSG00000121753	ENSP00000381564.3
ENSG00000121753	ENSP00000381555.1
ENSG00000121753	ENSP00000362759.2
ENSG00000121753	ENSP00000381550.1
ENSG00000121753	
ENSG00000121753	ENSP00000362762.3
ENSG00000121753	ENSP00000435397.1
ENSG00000121753	ENSP00000381548.1
ENSG00000121753	ENSP00000410921.1
ENSG00000121753	ENSP00000437219.1
ENSG00000121753	ENSP00000414758.1
ENSG00000284791	ENSP00000493663.2
ENSG00000238160	
ENSG00000057294	ENSP00000519092.1
ENSG00000057294	
ENSG00000057294	ENSP00000515065.2
ENSG00000057294	ENSP00000070846.6
ENSG00000057294	ENSP00000342800.5
ENSG00000057294	ENSP00000519093.1
ENSG00000057294	ENSP00000519094.1
ENSG00000057294	ENSP00000515066.2
ENSG00000057294	ENSP00000519095.1
ENSG00000057294	ENSP00000481383.2
ENSG00000250043	
ENSG00000287434	
ENSG00000298170	
ENSG00000290027	
ENSG00000301810	
ENSG00000298203	
ENSG00000298220	
ENSG00000298225	
ENSG00000301811	
ENSG00000254187	
ENSG00000301857	
ENSG00000184502	ENSP00000331358.3
ENSG00000301858	
ENSG00000298238	
ENSG00000301873	
ENSG00000250027	
ENSG00000298239	
ENSG00000173805	ENSP00000404640.1
ENSG00000173805	ENSP00000388981.1
ENSG00000173805	ENSP00000397242.1
ENSG00000173805	ENSP00000377513.2
ENSG00000173805	ENSP00000334002.4
ENSG00000173805	ENSP00000309392.5
ENSG00000173805	ENSP00000343170.5
ENSG00000301885	
ENSG00000301909	
ENSG00000298265	
ENSG00000298307	
ENSG00000298331	
ENSG00000298346	
ENSG00000298352	
ENSG00000298357	
ENSG00000287210	
ENSG00000267310	
ENSG00000249116	
ENSG00000140400	
ENSG00000140400	ENSP00000455998.1
ENSG00000140400	ENSP00000457788.1
ENSG00000140400	ENSP00000454589.1
ENSG00000140400	ENSP00000267978.4
ENSG00000140400	ENSP00000456914.1
ENSG00000140400	ENSP00000390738.2
ENSG00000140400	ENSP00000456667.2
ENSG00000140400	ENSP00000456419.1
ENSG00000140400	ENSP00000454406.1
ENSG00000140400	ENSP00000456257.1
ENSG00000140400	ENSP00000455788.1
ENSG00000140400	ENSP00000455803.1
ENSG00000140400	ENSP00000457833.1
ENSG00000301933	
ENSG00000268834	
ENSG00000301938	
ENSG00000289379	
ENSG00000111249	ENSP00000261726.6
ENSG00000111249	ENSP00000380765.3
ENSG00000111249	
ENSG00000269516	
ENSG00000249803	
ENSG00000301954	
ENSG00000301960	
ENSG00000301974	
ENSG00000301975	
ENSG00000248866	
ENSG00000273472	
ENSG00000196371	ENSP00000351602.2
ENSG00000280167	
ENSG00000204710	ENSP00000366390.3
ENSG00000302000	
ENSG00000302001	
ENSG00000302014	
ENSG00000250874	
ENSG00000290595	
ENSG00000302023	
ENSG00000284639	
ENSG00000302027	
ENSG00000288550	ENSP00000507036.1
ENSG00000288550	
ENSG00000288550	ENSP00000507040.1
ENSG00000288550	ENSP00000512913.1
ENSG00000288550	ENSP00000512914.1
ENSG00000288550	ENSP00000512915.1
ENSG00000288550	ENSP00000512916.1
ENSG00000288550	ENSP00000512917.1
ENSG00000283525	
ENSG00000230851	
ENSG00000302037	
ENSG00000201920	
ENSG00000298397	
ENSG00000130612	
ENSG00000239542	
ENSG00000289468	
ENSG00000302042	
ENSG00000302045	
ENSG00000298401	
ENSG00000289716	ENSP00000512936.1
ENSG00000289716	ENSP00000512937.1
ENSG00000289716	ENSP00000512938.1
ENSG00000289716	
ENSG00000173801	ENSP00000377507.1
ENSG00000173801	ENSP00000311113.5
ENSG00000173801	ENSP00000377508.3
ENSG00000173801	
ENSG00000173801	ENSP00000389886.1
ENSG00000173801	ENSP00000394146.1
ENSG00000173801	ENSP00000411449.1
ENSG00000173801	ENSP00000401034.1
ENSG00000173801	ENSP00000468347.1
ENSG00000173801	ENSP00000409948.1
ENSG00000173801	ENSP00000467065.1
ENSG00000302052	
ENSG00000298415	
ENSG00000248516	
ENSG00000298425	
ENSG00000290611	
ENSG00000224015	
ENSG00000219529	
ENSG00000172148	
ENSG00000249096	
ENSG00000290701	
ENSG00000298475	
ENSG00000225980	
ENSG00000298515	
ENSG00000240225	
ENSG00000287634	
ENSG00000298538	
ENSG00000273700	
ENSG00000253080	
ENSG00000149262	ENSP00000511792.1
ENSG00000149262	ENSP00000511686.1
ENSG00000149262	ENSP00000511687.1
ENSG00000149262	
ENSG00000149262	ENSP00000511793.1
ENSG00000149262	ENSP00000511794.1
ENSG00000149262	ENSP00000511795.1
ENSG00000149262	ENSP00000511796.1
ENSG00000149262	ENSP00000511797.1
ENSG00000149262	ENSP00000511798.1
ENSG00000149262	ENSP00000436248.1
ENSG00000149262	ENSP00000511688.1
ENSG00000149262	ENSP00000511799.1
ENSG00000149262	ENSP00000511689.1
ENSG00000149262	ENSP00000511690.1
ENSG00000149262	ENSP00000511691.1
ENSG00000149262	ENSP00000511692.1
ENSG00000149262	ENSP00000511693.1
ENSG00000149262	ENSP00000511800.1
ENSG00000149262	ENSP00000511801.1
ENSG00000149262	ENSP00000511694.1
ENSG00000149262	ENSP00000513007.1
ENSG00000149262	ENSP00000434466.1
ENSG00000149262	ENSP00000407787.2
ENSG00000149262	ENSP00000441084.2
ENSG00000149262	ENSP00000511695.1
ENSG00000149262	ENSP00000511802.1
ENSG00000149262	ENSP00000511803.1
ENSG00000149262	ENSP00000511696.1
ENSG00000149262	ENSP00000433644.1
ENSG00000149262	ENSP00000432776.1
ENSG00000149262	ENSP00000435758.1
ENSG00000298552	
ENSG00000198324	ENSP00000354461.3
ENSG00000198324	ENSP00000507123.1
ENSG00000198324	ENSP00000447353.1
ENSG00000198324	ENSP00000449994.1
ENSG00000198324	ENSP00000447349.1
ENSG00000198324	ENSP00000447539.1
ENSG00000290720	
ENSG00000283221	
ENSG00000250635	
ENSG00000261810	
ENSG00000289023	
ENSG00000260237	
ENSG00000259867	
ENSG00000298611	
ENSG00000302062	
ENSG00000250075	
ENSG00000298624	
ENSG00000232287	
ENSG00000298628	
ENSG00000298634	
ENSG00000298637	
ENSG00000298641	
ENSG00000298647	
ENSG00000298655	
ENSG00000298664	
ENSG00000250250	
ENSG00000172752	ENSP00000309762.7
ENSG00000172752	ENSP00000422898.2
ENSG00000172752	ENSP00000362250.5
ENSG00000172752	ENSP00000424968.1
ENSG00000302078	
ENSG00000287642	
ENSG00000257539	
ENSG00000272927	
ENSG00000286705	
ENSG00000302220	
ENSG00000298717	
ENSG00000173093	
ENSG00000173093	ENSP00000445881.1
ENSG00000173093	ENSP00000312399.5
ENSG00000173093	ENSP00000450217.1
ENSG00000261376	
ENSG00000298741	
ENSG00000249306	
ENSG00000168589	ENSP00000455791.1
ENSG00000168589	ENSP00000454846.1
ENSG00000168589	ENSP00000302936.6
ENSG00000168589	ENSP00000342009.5
ENSG00000168589	ENSP00000455216.1
ENSG00000168589	
ENSG00000302225	
ENSG00000302240	
ENSG00000302247	
ENSG00000251170	
ENSG00000302263	
ENSG00000288786	
ENSG00000289003	
ENSG00000302299	
ENSG00000289534	
ENSG00000289272	
ENSG00000236664	
ENSG00000288776	
ENSG00000213962	
ENSG00000229744	
ENSG00000206788	
ENSG00000123870	
ENSG00000253618	
ENSG00000249909	
ENSG00000285454	
ENSG00000260737	
ENSG00000225868	
ENSG00000227241	
ENSG00000298748	
ENSG00000223096	
ENSG00000283251	
ENSG00000250981	
ENSG00000128655	ENSP00000286063.5
ENSG00000128655	ENSP00000351232.4
ENSG00000128655	ENSP00000406922.1
ENSG00000128655	ENSP00000386539.1
ENSG00000128655	
ENSG00000128655	ENSP00000374333.3
ENSG00000128655	ENSP00000416884.1
ENSG00000128655	ENSP00000389777.1
ENSG00000268864	
ENSG00000302316	
ENSG00000302317	
ENSG00000214189	
ENSG00000302322	
ENSG00000298768	
ENSG00000248802	
ENSG00000187847	
ENSG00000268849	
ENSG00000260064	
ENSG00000250448	
ENSG00000302337	
ENSG00000197588	
ENSG00000290915	
ENSG00000140992	ENSP00000455492.1
ENSG00000140992	ENSP00000395357.3
ENSG00000140992	ENSP00000268673.7
ENSG00000140992	
ENSG00000140992	ENSP00000455025.1
ENSG00000140992	ENSP00000455684.1
ENSG00000140992	ENSP00000344220.4
ENSG00000140992	ENSP00000373876.3
ENSG00000140992	ENSP00000455551.1
ENSG00000140992	ENSP00000455438.1
ENSG00000111245	ENSP00000519109.1
ENSG00000111245	ENSP00000519131.1
ENSG00000111245	ENSP00000499568.1
ENSG00000111245	ENSP00000519110.1
ENSG00000111245	ENSP00000519132.1
ENSG00000111245	ENSP00000519106.1
ENSG00000111245	ENSP00000519107.1
ENSG00000111245	ENSP00000519111.1
ENSG00000111245	ENSP00000519133.1
ENSG00000111245	ENSP00000228841.8
ENSG00000111245	ENSP00000519134.1
ENSG00000111245	ENSP00000519130.1
ENSG00000111245	ENSP00000519135.1
ENSG00000111245	ENSP00000519112.1
ENSG00000111245	ENSP00000447154.1
ENSG00000111245	
ENSG00000111245	ENSP00000499645.1
ENSG00000104970	
ENSG00000141696	ENSP00000347649.2
ENSG00000141696	ENSP00000377505.1
ENSG00000141696	
ENSG00000141696	ENSP00000435615.1
ENSG00000141696	ENSP00000468174.1
ENSG00000141696	ENSP00000464968.1
ENSG00000298792	
ENSG00000228737	
ENSG00000269118	
ENSG00000196381	
ENSG00000298815	
ENSG00000239736	
ENSG00000249359	
ENSG00000267453	
ENSG00000256612	
ENSG00000298826	
ENSG00000287940	
ENSG00000173402	ENSP00000501165.2
ENSG00000173402	ENSP00000412067.2
ENSG00000173402	ENSP00000387859.2
ENSG00000173402	ENSP00000401805.2
ENSG00000173402	ENSP00000513216.1
ENSG00000173402	ENSP00000513217.1
ENSG00000173402	ENSP00000405859.2
ENSG00000173402	ENSP00000388833.2
ENSG00000173402	ENSP00000312435.2
ENSG00000173402	ENSP00000415321.4
ENSG00000173402	ENSP00000410145.3
ENSG00000173402	ENSP00000501140.1
ENSG00000173402	ENSP00000401382.3
ENSG00000173402	
ENSG00000173402	ENSP00000513218.1
ENSG00000298839	
ENSG00000298841	
ENSG00000204758	
ENSG00000302373	
ENSG00000286039	
ENSG00000141756	ENSP00000468703.1
ENSG00000141756	ENSP00000466097.1
ENSG00000141756	ENSP00000408232.1
ENSG00000141756	ENSP00000466352.1
ENSG00000141756	ENSP00000317232.4
ENSG00000141756	ENSP00000516497.1
ENSG00000141756	
ENSG00000141756	ENSP00000416822.1
ENSG00000267640	
ENSG00000280417	
ENSG00000234773	
ENSG00000242142	
ENSG00000171101	
ENSG00000214855	
ENSG00000302411	
ENSG00000163932	ENSP00000419726.1
